3,-5,0,82140.0
3,-5,2,72540.0
3,-4,-3,53029.0
3,-4,4,31329.0
3,-3,2,19320.0
3,-3,4,16920.0
3,-2,-3,17013.0
3,-2,0,13713.0
3,0,2,8505.0
3,1,-5,10004.0
3,1,0,6504.0
3,1,5,8004.0
3,2,2,5305.0
3,2,3,5005.0
3,3,-4,20508.0
3,3,1,10008.0
3,3,2,8508.0
3,4,-1,31413.0
3,4,0,28113.0
3,5,3,50020.0
3,5,4,45720.0
3,5,5,41620.0
4,-5,4,88245.0
4,-4,-3,76134.0
4,-4,-2,72434.0
4,-4,-1,68934.0
4,-4,2,59634.0
4,-4,4,54434.0
4,-3,-3,50525.0
4,-2,-4,38818.0
4,-2,-2,36018.0
4,-2,2,32818.0
4,-1,0,29013.0
4,-1,2,29013.0
4,-1,4,29813.0
4,0,-3,26510.0
4,0,4,27210.0
4,1,-5,26109.0
4,1,0,22609.0
4,2,-2,23210.0
4,3,-3,31313.0
4,3,-2,29013.0
4,5,4,56225.0
5,-2,-1,75425.0
5,-1,-1,68020.0
5,0,-3,63417.0
5,0,-1,62617.0
5,0,4,64117.0
5,1,-1,58016.0
5,1,0,57716.0
5,1,1,57616.0
5,1,2,57716.0
5,2,1,53817.0
5,2,5,53017.0
5,3,-2,60520.0
5,4,-5,88225.0
5,4,1,66625.0
5,5,-1,107632.0
5,5,1,97632.0
